market_name,city,Geography,state
"Philadelphia, PA-NJ",Cherry Hill,,NJ
"Philadelphia, PA-NJ",Cinnaminson,Burlington County (NJ),NJ
"Philadelphia, PA-NJ",Cookstown,Burlington County (NJ),NJ
"Philadelphia, PA-NJ",Essington,Delaware County (PA),PA
"Philadelphia, PA-NJ",Exton,Chester County (PA),PA
"Philadelphia, PA-NJ",Exton,,PA
"Philadelphia, PA-NJ",Feasterville Trevose,Bucks County (PA),PA
"Philadelphia, PA-NJ",Glen Mills,,PA
"Philadelphia, PA-NJ",Gloucester City,Camden County (NJ),NJ
"Philadelphia, PA-NJ",Lester,Delaware County (PA),PA
"Philadelphia, PA-NJ",Levittown,,PA
"Philadelphia, PA-NJ",Montgomeryville,Montgomery County (PA),PA
"Philadelphia, PA-NJ",Morrisville,Bucks County (PA),PA
"Philadelphia, PA-NJ",Mount Laurel,Burlington County (NJ),NJ
"Philadelphia, PA-NJ",Mount Laurel,,NJ
"Philadelphia, PA-NJ",New Hope,,PA
"Philadelphia, PA-NJ",Philadelphia,Philadelphia County (PA),PA
"Philadelphia, PA-NJ",Philadelphia,,PA
"Philadelphia, PA-NJ",Plymouth Meeting,,PA
"Philadelphia, PA-NJ",Pottstown,Montgomery County (PA),PA
"Philadelphia, PA-NJ",Quakertown,Bucks County (PA),PA
"Philadelphia, PA-NJ",Quakertown,,PA
"Philadelphia, PA-NJ",West Chester,,PA
"Philadelphia, PA-NJ",Westampton,,NJ
"Phoenix, AZ",Casa Grande,Pinal County (AZ),AZ
"Phoenix, AZ",Casa Grande,,AZ
"Phoenix, AZ",Chandler,Maricopa County (AZ),AZ
"Phoenix, AZ",Chandler,,AZ
"Phoenix, AZ",Fountain Hills,Maricopa County (AZ),AZ
"Phoenix, AZ",Glendale,Maricopa County (AZ),AZ
"Phoenix, AZ",Glendale,,AZ
"Phoenix, AZ",Goodyear,Maricopa County (AZ),AZ
"Phoenix, AZ",Mesa,Maricopa County (AZ),AZ
"Phoenix, AZ",Mesa,,AZ
"Phoenix, AZ",Peoria,Maricopa County (AZ),AZ
"Phoenix, AZ",Peoria,,AZ
"Phoenix, AZ",Phoenix,Maricopa County (AZ),AZ
"Phoenix, AZ",Phoenix,,AZ
"Phoenix, AZ",Scottsdale,Maricopa County (AZ),AZ
"Phoenix, AZ",Scottsdale,,AZ
"Phoenix, AZ",Surprise,Maricopa County (AZ),AZ
"Phoenix, AZ",Surprise,,AZ
"Phoenix, AZ",Tempe,Maricopa County (AZ),AZ
"Phoenix, AZ",Tempe,,AZ
"Phoenix, AZ",Wickenburg,Maricopa County (AZ),AZ
"Phoenix, AZ",Youngtown,,AZ
"Pittsburgh, PA",Barkeyville,Butler County (PA),PA
"Pittsburgh, PA",Belle Vernon,Fayette County (PA),PA
"Pittsburgh, PA",Belle Vernon,,PA
"Pittsburgh, PA",Butler,Butler County (PA),PA
"Pittsburgh, PA",Connellsville,,PA
"Pittsburgh, PA",Coraopolis,Allegheny County (PA),PA
"Pittsburgh, PA",Coraopolis,,PA
"Pittsburgh, PA",Cranberry Township,,PA
"Pittsburgh, PA",Gibsonia,Allegheny County (PA),PA
"Pittsburgh, PA",Greensburg,,PA
"Pittsburgh, PA",Jefferson Hills,Allegheny County (PA),PA
"Pittsburgh, PA",Mars,Butler County (PA),PA
"Pittsburgh, PA",Monaca,Beaver County (PA),PA
"Pittsburgh, PA",Monaca,,PA
"Pittsburgh, PA",Monroeville,Allegheny County (PA),PA
"Pittsburgh, PA",Monroeville,,PA
"Pittsburgh, PA",New Kensington,Westmoreland County (PA),PA
"Pittsburgh, PA",New Stanton,Westmoreland County (PA),PA
"Pittsburgh, PA",Oakdale,Allegheny County (PA),PA
"Pittsburgh, PA",Pittsburgh,Allegheny County (PA),PA
"Pittsburgh, PA",Pittsburgh,,PA
"Pittsburgh, PA",Uniontown,Fayette County (PA),PA
"Pittsburgh, PA",Uniontown,,PA
"Pittsburgh, PA",Washington,Washington County (PA),PA
"Pittsburgh, PA",Washington,,PA
"Pittsburgh, PA",West Mifflin,Allegheny County (PA),PA
"Pittsburgh, PA",Wexford,Allegheny County (PA),PA
"Portland, ME",Brunswick,Cumberland County (ME),ME
"Portland, ME",Freeport,Cumberland County (ME),ME
"Portland, ME",Freeport,,ME
"Portland, ME",Portland,Cumberland County (ME),ME
"Portland, ME",Scarborough,Cumberland County (ME),ME
"Portland, ME",South Portland,Cumberland County (ME),ME
"Portland, OR",Beaverton,Washington County (OR),OR
"Portland, OR",Clackamas,Clackamas County (OR),OR
"Portland, OR",Clackamas,,OR
"Portland, OR",Gresham,,OR
"Portland, OR",Hillsboro,Washington County (OR),OR
"Portland, OR",McMinnville,Yamhill County (OR),OR
"Portland, OR",Milwaukie,Clackamas County (OR),OR
"Portland, OR",Portland,Multnomah County (OR),OR
"Portland, OR",Portland,Washington County (OR),OR
"Portland, OR",Portland,,OR
"Portland, OR",Tigard,Washington County (OR),OR
"Portland, OR",Tigard,,OR
"Portland, OR",Troutdale,Multnomah County (OR),OR
"Portland, OR",Tualatin,Washington County (OR),OR
"Portland, OR",Vancouver,Clark County (WA),WA
"Portland, OR",Vancouver,,WA
"Raleigh/Durham/Chapel Hill, NC",Apex,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Apex,,NC
"Raleigh/Durham/Chapel Hill, NC",Cary,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Chapel Hill,Orange County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Clayton,Johnston County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Durham,Durham County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Durham,,NC
"Raleigh/Durham/Chapel Hill, NC",Fuquay Varina,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Garner,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Garner,,NC
"Raleigh/Durham/Chapel Hill, NC",Kenly,Johnston County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Morrisville,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Morrisville,,NC
"Raleigh/Durham/Chapel Hill, NC",Raleigh,Wake County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Raleigh,,NC
"Raleigh/Durham/Chapel Hill, NC",Selma,Johnston County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Selma,,NC
"Raleigh/Durham/Chapel Hill, NC",Smithfield,Johnston County (NC),NC
"Raleigh/Durham/Chapel Hill, NC",Wake Forest,Wake County (NC),NC
Rhode Island,Cranston,Providence County (RI),RI
Rhode Island,Middletown,Newport County (RI),RI
Rhode Island,Providence,,RI
Rhode Island,West Warwick,Kent County (RI),RI
"Richmond/Petersburg, VA",Ashland,Hanover County (VA),VA
"Richmond/Petersburg, VA",Ashland,,VA
"Richmond/Petersburg, VA",Chester,Chesterfield County (VA),VA
"Richmond/Petersburg, VA",Colonial Heights,Dinwiddie + Col. Hts + Peters (VA),VA
"Richmond/Petersburg, VA",Colonial Heights,,VA
"Richmond/Petersburg, VA",Glen Allen,Henrico County (VA),VA
"Richmond/Petersburg, VA",Hopewell,Prince George + Hopewell (VA),VA
"Richmond/Petersburg, VA",Midlothian,Chesterfield County (VA),VA
"Richmond/Petersburg, VA",Petersburg,Dinwiddie + Col. Hts + Peters (VA),VA
"Richmond/Petersburg, VA",Prince George,Prince George + Hopewell (VA),VA
"Richmond/Petersburg, VA",Richmond,Chesterfield County (VA),VA
"Richmond/Petersburg, VA",Richmond,Henrico County (VA),VA
"Richmond/Petersburg, VA",Richmond,,VA
"Richmond/Petersburg, VA",Sandston,Henrico County (VA),VA
"Richmond/Petersburg, VA",Sandston,,VA
"Riverside & San Bernardino, CA",Adelanto,,CA
"Riverside & San Bernardino, CA",Banning,,CA
"Riverside & San Bernardino, CA",Barstow,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Beaumont,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Big Bear Lake,,CA
"Riverside & San Bernardino, CA",Blythe,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Blythe,,CA
"Riverside & San Bernardino, CA",Canyon Lake,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Colton,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Corona,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Desert Hot Springs,,CA
"Riverside & San Bernardino, CA",Fontana,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Hemet,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Hesperia,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Indio,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Indio,,CA
"Riverside & San Bernardino, CA",Lake Elsinore,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Moreno Valley,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Murrieta,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Needles,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Norco,,CA
"Riverside & San Bernardino, CA",Ontario,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Ontario,,CA
"Riverside & San Bernardino, CA",Palm Desert,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Palm Springs,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Palm Springs,,CA
"Riverside & San Bernardino, CA",Redlands,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",Redlands,,CA
"Riverside & San Bernardino, CA",Riverside,Riverside County (CA),CA
"Riverside & San Bernardino, CA",San Bernardino,San Bernardino County (CA),CA
"Riverside & San Bernardino, CA",San Bernardino,,CA
"Riverside & San Bernardino, CA",Temecula,Riverside County (CA),CA
"Riverside & San Bernardino, CA",Twentynine Palms,,CA
"Riverside & San Bernardino, CA",Victorville,San Bernardino County (CA),CA
"Rochester, NY",Batavia,Genesee County (NY),NY
"Rochester, NY",Brockport,Monroe County (NY),NY
"Rochester, NY",Canandaigua,,NY
"Rochester, NY",Corfu,Genesee County (NY),NY
"Rochester, NY",Farmington,Ontario County (NY),NY
"Rochester, NY",Geneseo,Livingston County (NY),NY
"Rochester, NY",Lakeville,Livingston County (NY),NY
"Rochester, NY",Rochester,Monroe County (NY),NY
"Rochester, NY",Rochester,,NY
"Sacramento, CA",Auburn,Placer County (CA),CA
"Sacramento, CA",Cameron Park,El Dorado County (CA),CA
"Sacramento, CA",Galt,Sacramento County (CA),CA
"Sacramento, CA",Rancho Cordova,Sacramento County (CA),CA
"Sacramento, CA",Rocklin,,CA
"Sacramento, CA",Sacramento,Sacramento County (CA),CA
"Sacramento, CA",Sacramento,,CA
"Sacramento, CA",South Lake Tahoe,El Dorado County (CA),CA
"Sacramento, CA",South Lake Tahoe,,CA
"Sacramento, CA",West Sacramento,Yolo County (CA),CA
"Salt Lake City/Ogden, UT",Clearfield,Davis County (UT),UT
"Salt Lake City/Ogden, UT",Draper,Salt Lake County (UT),UT
"Salt Lake City/Ogden, UT",Layton,Davis County (UT),UT
"Salt Lake City/Ogden, UT",Murray,Salt Lake County (UT),UT
"Salt Lake City/Ogden, UT",Ogden,Weber County (UT),UT
"Salt Lake City/Ogden, UT",Salt Lake City,Salt Lake County (UT),UT
"Salt Lake City/Ogden, UT",Salt Lake City,,UT
"Salt Lake City/Ogden, UT",Sandy,Salt Lake County (UT),UT
"Salt Lake City/Ogden, UT",South Jordan,Salt Lake County (UT),UT
"Salt Lake City/Ogden, UT",West Haven,,UT
"Salt Lake City/Ogden, UT",West Valley City,,UT
"Salt Lake City/Ogden, UT",Woods Cross,Davis County (UT),UT
"San Antonio, TX",New Braunfels,Comal County (TX),TX
"San Antonio, TX",San Antonio,Bexar County (TX),TX
"San Antonio, TX",San Antonio,,TX
"San Antonio, TX",Seguin,Guadalupe County (TX),TX
"San Antonio, TX",Selma,Guadalupe County (TX),TX
"San Diego, CA",Carlsbad,San Diego County (CA),CA
"San Diego, CA",Chula Vista,San Diego County (CA),CA
"San Diego, CA",Chula Vista,,CA
"San Diego, CA",El Cajon,San Diego County (CA),CA
"San Diego, CA",El Cajon,,CA
"San Diego, CA",Encinitas,San Diego County (CA),CA
"San Diego, CA",Encinitas,,CA
"San Diego, CA",Escondido,San Diego County (CA),CA
"San Diego, CA",Escondido,,CA
"San Diego, CA",Fallbrook,San Diego County (CA),CA
"San Diego, CA",Lemon Grove,San Diego County (CA),CA
"San Diego, CA",National City,San Diego County (CA),CA
"San Diego, CA",Oceanside,San Diego County (CA),CA
"San Diego, CA",Oceanside,,CA
"San Diego, CA",San Diego,San Diego County (CA),CA
"San Diego, CA",San Diego,,CA
"San Diego, CA",San Ysidro,San Diego County (CA),CA
"San Diego, CA",Santee,San Diego County (CA),CA
"San Diego, CA",Santee,,CA
"San Francisco/San Mateo, CA",Half Moon Bay,San Mateo County (CA),CA
"San Francisco/San Mateo, CA",Novato,,CA
"San Francisco/San Mateo, CA",Redwood City,San Mateo County (CA),CA
"San Francisco/San Mateo, CA",San Bruno,San Mateo County (CA),CA
"San Francisco/San Mateo, CA",San Francisco,San Francisco County (CA),CA
"San Francisco/San Mateo, CA",San Francisco,,CA
"San Francisco/San Mateo, CA",South San Francisco,San Mateo County (CA),CA
"San Jose/Santa Cruz, CA",Ben Lomond,Santa Cruz County (CA),CA
"San Jose/Santa Cruz, CA",Capitola,Santa Cruz County (CA),CA
"San Jose/Santa Cruz, CA",Fremont,Alameda County (CA),CA
"San Jose/Santa Cruz, CA",Gilroy,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",Gilroy,,CA
"San Jose/Santa Cruz, CA",Morgan Hill,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",Newark,Alameda County (CA),CA
"San Jose/Santa Cruz, CA",Palo Alto,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",San Jose,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",Santa Clara,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",Santa Cruz,Santa Cruz County (CA),CA
"San Jose/Santa Cruz, CA",Sunnyvale,Santa Clara County (CA),CA
"San Jose/Santa Cruz, CA",Watsonville,Santa Cruz County (CA),CA
"San Jose/Santa Cruz, CA",Watsonville,,CA
"Sarasota/Bradenton, FL",Bradenton,Manatee County (FL),FL
"Sarasota/Bradenton, FL",Sarasota,Sarasota County (FL),FL
"Sarasota/Bradenton, FL",Sarasota,,FL
"Sarasota/Bradenton, FL",Venice,,FL
"Savannah, GA",Garden City,,GA
"Savannah, GA",Pooler,Chatham County (GA),GA
"Savannah, GA",Pooler,,GA
"Savannah, GA",Port Wentworth,Chatham County (GA),GA
"Savannah, GA",Richmond Hill,Bryan County (GA),GA
"Savannah, GA",Savannah,Chatham County (GA),GA
"Savannah, GA",Savannah,,GA
"Seattle, WA",Arlington,Snohomish County (WA),WA
"Seattle, WA",Auburn,King County (WA),WA
"Seattle, WA",Auburn,,WA
"Seattle, WA",Bellevue,,WA
"Seattle, WA",Bothell,Snohomish County (WA),WA
"Seattle, WA",Enumclaw,,WA
"Seattle, WA",Everett,Snohomish County (WA),WA
"Seattle, WA",Everett,,WA
"Seattle, WA",Federal Way,King County (WA),WA
"Seattle, WA",Kent,King County (WA),WA
"Seattle, WA",Kent,,WA
"Seattle, WA",Kirkland,King County (WA),WA
"Seattle, WA",Pacific,King County (WA),WA
"Seattle, WA",Redmond,,WA
"Seattle, WA",Renton,King County (WA),WA
"Seattle, WA",SeaTac,King County (WA),WA
"Seattle, WA",Seatac,King County (WA),WA
"Seattle, WA",Seattle,King County (WA),WA
"Seattle, WA",Tukwila,King County (WA),WA
"Seattle, WA",Tukwila,,WA
"Seattle, WA",Tulalip,Snohomish County (WA),WA
South Carolina Area,Beaufort,Beaufort County (SC),SC
South Carolina Area,Bennettsville,Marlboro County (SC),SC
South Carolina Area,Bluffton,Beaufort County (SC),SC
South Carolina Area,Camden,Kershaw County (SC),SC
South Carolina Area,Cheraw,Chesterfield County (SC),SC
South Carolina Area,Clinton,Laurens County (SC),SC
South Carolina Area,Dillon,Dillon County (SC),SC
South Carolina Area,Elgin,,SC
South Carolina Area,Florence,Florence County (SC),SC
South Carolina Area,Florence,,SC
South Carolina Area,Georgetown,Georgetown County (SC),SC
South Carolina Area,Greenwood,Greenwood County (SC),SC
South Carolina Area,Greenwood,,SC
South Carolina Area,Hardeeville,Jasper County (SC),SC
South Carolina Area,Hardeeville,,SC
South Carolina Area,Hartsville,Darlington County (SC),SC
South Carolina Area,Hilton Head Island,,SC
South Carolina Area,Kingstree,,SC
South Carolina Area,Lake City,,SC
South Carolina Area,Lancaster,Lancaster County (SC),SC
South Carolina Area,Laurens,Laurens County (SC),SC
South Carolina Area,Lugoff,Kershaw County (SC),SC
South Carolina Area,Manning,Clarendon County (SC),SC
South Carolina Area,Mullins,Marion County (SC),SC
South Carolina Area,Orangeburg,Orangeburg County (SC),SC
South Carolina Area,Orangeburg,,SC
South Carolina Area,Pawleys Island,,SC
South Carolina Area,Richburg,,SC
South Carolina Area,Ridgeland,Jasper County (SC),SC
South Carolina Area,Saint Helena Island,Beaufort County (SC),SC
South Carolina Area,Santee,Orangeburg County (SC),SC
South Carolina Area,Santee,,SC
South Carolina Area,Seneca,Oconee County (SC),SC
South Carolina Area,Sumter,Sumter County (SC),SC
South Carolina Area,Sumter,,SC
South Carolina Area,Union,Union County (SC),SC
South Carolina Area,Union,,SC
South Carolina Area,Walhalla,,SC
South Carolina Area,Walterboro,Colleton County (SC),SC
South Carolina Area,Walterboro,,SC
South Dakota,Aberdeen,Brown County (SD),SD
South Dakota,Belle Fourche,Butte County (SD),SD
South Dakota,Brandon,Minnehaha County (SD),SD
South Dakota,Brookings,Brookings County (SD),SD
South Dakota,Brookings,,SD
South Dakota,Custer,Custer County (SD),SD
South Dakota,Deadwood,Lawrence County (SD),SD
South Dakota,Hill City,Pennington County (SD),SD
South Dakota,Hill City,,SD
South Dakota,Hot Springs,,SD
South Dakota,Huron,Beadle County (SD),SD
South Dakota,Keystone,Pennington County (SD),SD
South Dakota,Keystone,,SD
South Dakota,Mission,Todd County (SD),SD
South Dakota,Mitchell,Davison County (SD),SD
South Dakota,Oacoma,Lyman County (SD),SD
South Dakota,Oacoma,,SD
South Dakota,Pierre,Hughes County (SD),SD
South Dakota,Pierre,,SD
South Dakota,Plankinton,,SD
South Dakota,Rapid City,Pennington County (SD),SD
South Dakota,Rapid City,,SD
South Dakota,Sioux Falls,Lincoln County (SD),SD
South Dakota,Sioux Falls,Minnehaha County (SD),SD
South Dakota,Sioux Falls,,SD
South Dakota,Spearfish,Lawrence County (SD),SD
South Dakota,Wall,Pennington County (SD),SD
South Dakota,Watertown,Codington County (SD),SD
South Dakota,Yankton,Yankton County (SD),SD
"St Louis, MO-IL",Alton,Madison County (IL),IL
"St Louis, MO-IL",Arnold,Jefferson County (MO),MO
"St Louis, MO-IL",Arnold,,MO
"St Louis, MO-IL",Bridgeton,,MO
"St Louis, MO-IL",Cahokia,St. Clair County (IL),IL
"St Louis, MO-IL",Caseyville,St. Clair County (IL),IL
"St Louis, MO-IL",Chesterfield,St. Louis County (MO),MO
"St Louis, MO-IL",Collinsville,Madison County (IL),IL
"St Louis, MO-IL",Edwardsville,Madison County (IL),IL
"St Louis, MO-IL",Fairview Heights,St. Clair County (IL),IL
"St Louis, MO-IL",Fairview Heights,,IL
"St Louis, MO-IL",Festus,Jefferson County (MO),MO
"St Louis, MO-IL",Festus,,MO
"St Louis, MO-IL",Florissant,,MO
"St Louis, MO-IL",Foristell,St. Charles County (MO),MO
"St Louis, MO-IL",Granite City,Madison County (IL),IL
"St Louis, MO-IL",Hazelwood,St. Louis County (MO),MO
"St Louis, MO-IL",O Fallon,St. Clair County (IL),IL
"St Louis, MO-IL",O Fallon,,MO
"St Louis, MO-IL",Pacific,Franklin County (MO),MO
"St Louis, MO-IL",Saint Charles,St. Charles County (MO),MO
"St Louis, MO-IL",Saint Charles,,MO
"St Louis, MO-IL",Saint Louis,St. Louis County (MO),MO
"St Louis, MO-IL",Sullivan,Franklin County (MO),MO
"Syracuse, NY",Cicero,Onondaga County (NY),NY
"Syracuse, NY",DeWitt,Onondaga County (NY),NY
"Syracuse, NY",East Syracuse,Onondaga County (NY),NY
"Syracuse, NY",East Syracuse,,NY
"Syracuse, NY",Liverpool,,NY
"Syracuse, NY",North Syracuse,Onondaga County (NY),NY
"Syracuse, NY",Oswego,Oswego County (NY),NY
"Syracuse, NY",Syracuse,Onondaga County (NY),NY
"Syracuse, NY",Syracuse,,NY
"Syracuse, NY",Tully,,NY
"Syracuse, NY",Weedsport,,NY
"Tampa/St Petersburg, FL",Brooksville,Hernando County (FL),FL
"Tampa/St Petersburg, FL",Clearwater,Pinellas County (FL),FL
"Tampa/St Petersburg, FL",Clearwater,,FL
"Tampa/St Petersburg, FL",Clearwater Beach,Pinellas County (FL),FL
"Tampa/St Petersburg, FL",New Port Richey,Pasco County (FL),FL
"Tampa/St Petersburg, FL",Plant City,,FL
"Tampa/St Petersburg, FL",Saint Petersburg,Pinellas County (FL),FL
"Tampa/St Petersburg, FL",Sun City Center,Hillsborough County (FL),FL
"Tampa/St Petersburg, FL",Sun City Center,,FL
"Tampa/St Petersburg, FL",Tampa,Hillsborough County (FL),FL
"Tampa/St Petersburg, FL",Tampa,,FL
"Tampa/St Petersburg, FL",Tarpon Springs,Pinellas County (FL),FL
"Tampa/St Petersburg, FL",Weeki Wachee,Hernando County (FL),FL
"Tampa/St Petersburg, FL",Wesley Chapel,Pasco County (FL),FL
"Tampa/St Petersburg, FL",Zephyrhills,,FL
Tennessee Area,Abingdon,Washington + Bristol (VA),VA
Tennessee Area,Ardmore,,TN
Tennessee Area,Athens,McMinn County (TN),TN
Tennessee Area,Athens,,TN
Tennessee Area,Bristol,Washington + Bristol (VA),VA
Tennessee Area,Bristol,,TN
Tennessee Area,Bristol,,VA
Tennessee Area,Brownsville,Haywood County (TN),TN
Tennessee Area,Brownsville,,TN
Tennessee Area,Bulls Gap,Hawkins County (TN),TN
Tennessee Area,Centerville,Hickman County (TN),TN
Tennessee Area,Clarksville,Montgomery County (TN),TN
Tennessee Area,Clarksville,,TN
Tennessee Area,Cleveland,Bradley County (TN),TN
Tennessee Area,Columbia,Maury County (TN),TN
Tennessee Area,Columbia,,TN
Tennessee Area,Cookeville,Putnam County (TN),TN
Tennessee Area,Cornersville,Marshall County (TN),TN
Tennessee Area,Crossville,Cumberland County (TN),TN
Tennessee Area,Dandridge,Jefferson County (TN),TN
Tennessee Area,Dayton,,TN
Tennessee Area,Decherd,Franklin County (TN),TN
Tennessee Area,Denmark,,TN
Tennessee Area,Dyersburg,Dyer County (TN),TN
Tennessee Area,Glade Spring,Washington + Bristol (VA),VA
Tennessee Area,Gordonsville,Smith County (TN),TN
Tennessee Area,Greeneville,Greene County (TN),TN
Tennessee Area,Harriman,Roane County (TN),TN
Tennessee Area,Hopkinsville,Christian County (KY),KY
Tennessee Area,Hurricane Mills,,TN
Tennessee Area,Jackson,Madison County (TN),TN
Tennessee Area,Jackson,,TN
Tennessee Area,Johnson City,Washington County (TN),TN
Tennessee Area,Johnson City,,TN
Tennessee Area,Kingsport,Sullivan County (TN),TN
Tennessee Area,Lexington,Henderson County (TN),TN
Tennessee Area,Manchester,Coffee County (TN),TN
Tennessee Area,Manchester,,TN
Tennessee Area,Martin,Weakley County (TN),TN
Tennessee Area,Monteagle,,TN
Tennessee Area,Morristown,Hamblen County (TN),TN
Tennessee Area,Newport,Cocke County (TN),TN
Tennessee Area,Newport,,TN
Tennessee Area,Oak Grove,Christian County (KY),KY
Tennessee Area,Ocoee,,TN
Tennessee Area,Paris,Henry County (TN),TN
Tennessee Area,Pioneer,Campbell County (TN),TN
Tennessee Area,Pulaski,Giles County (TN),TN
Tennessee Area,Ripley,,TN
Tennessee Area,Rogersville,Hawkins County (TN),TN
Tennessee Area,Savannah,Hardin County (TN),TN
Tennessee Area,Shelbyville,Bedford County (TN),TN
Tennessee Area,Sweetwater,Monroe County (TN),TN
Tennessee Area,Tullahoma,Coffee County (TN),TN
Tennessee Area,Union City,,TN
Tennessee Area,White Pine,,TN
Texas East,Beaumont,Jefferson County (TX),TX
Texas East,Beaumont,,TX
Texas East,Bridge City,Orange County (TX),TX
Texas East,Buffalo,Leon County (TX),TX
Texas East,Canton,Van Zandt County (TX),TX
Texas East,Carthage,,TX
Texas East,Center,Shelby County (TX),TX
Texas East,Gainesville,Cooke County (TX),TX
Texas East,Galveston,Galveston County (TX),TX
Texas East,Galveston,,TX
Texas East,Hemphill,,TX
Texas East,Huntsville,Walker County (TX),TX
Texas East,Huntsville,,TX
Texas East,Jasper,Jasper County (TX),TX
Texas East,Jasper,,TX
Texas East,Kilgore,Gregg County (TX),TX
Texas East,Lindale,Smith County (TX),TX
Texas East,Longview,Gregg County (TX),TX
Texas East,Longview,,TX
Texas East,Lufkin,Angelina County (TX),TX
Texas East,Lufkin,,TX
Texas East,Madisonville,,TX
Texas East,Marshall,Harrison County (TX),TX
Texas East,Marshall,,TX
Texas East,Mount Pleasant,Titus County (TX),TX
Texas East,Nacogdoches,Nacogdoches County (TX),TX
Texas East,Orange,Orange County (TX),TX
Texas East,Palestine,Anderson County (TX),TX
Texas East,Palestine,,TX
Texas East,Paris,Lamar County (TX),TX
Texas East,Port Arthur,Jefferson County (TX),TX
Texas East,Port Arthur,,TX
Texas East,Sherman,Grayson County (TX),TX
Texas East,Sulphur Springs,,TX
Texas East,Texarkana,Bowie County (TX),TX
Texas East,Texas City,Galveston County (TX),TX
Texas East,Texas City,,TX
Texas East,Tyler,Smith County (TX),TX
Texas East,Tyler,,TX
Texas North,Amarillo,Potter County (TX),TX
Texas North,Amarillo,Randall County (TX),TX
Texas North,Amarillo,,TX
Texas North,Big Spring,Howard County (TX),TX
Texas North,Big Spring,,TX
Texas North,Childress,Childress County (TX),TX
Texas North,Dalhart,Dallam County (TX),TX
Texas North,Dumas,Moore County (TX),TX
Texas North,Lubbock,Lubbock County (TX),TX
Texas North,Lubbock,,TX
Texas North,Perryton,,TX
Texas North,Plainview,Hale County (TX),TX
Texas North,Shamrock,Wheeler County (TX),TX
Texas North,Snyder,,TX
Texas North,Stanton,Martin County (TX),TX
Texas North,Sweetwater,,TX
Texas South,Bay City,Matagorda County (TX),TX
Texas South,Beeville,,TX
Texas South,Carrizo Springs,,TX
Texas South,Clute,Brazoria County (TX),TX
Texas South,Clute,,TX
Texas South,Corpus Christi,Nueces County (TX),TX
Texas South,Corpus Christi,,TX
Texas South,Cotulla,La Salle County (TX),TX
Texas South,Cotulla,,TX
Texas South,Eagle Pass,Maverick County (TX),TX
Texas South,Falfurrias,,TX
Texas South,Fulton,Aransas County (TX),TX
Texas South,Gonzales,Gonzales County (TX),TX
Texas South,Ingleside,San Patricio County (TX),TX
Texas South,Ingleside,,TX
Texas South,Jourdanton,Atascosa County (TX),TX
Texas South,Kenedy,Karnes County (TX),TX
Texas South,Kingsville,Kleberg County (TX),TX
Texas South,Lake Jackson,Brazoria County (TX),TX
Texas South,Lake Jackson,,TX
Texas South,Laredo,,TX
Texas South,Pearland,Brazoria County (TX),TX
Texas South,Rio Grande City,,TX
Texas South,Robstown,,TX
Texas South,Rockport,,TX
Texas South,Three Rivers,Live Oak County (TX),TX
Texas South,Three Rivers,,TX
Texas South,Victoria,Victoria County (TX),TX
Texas South,Victoria,,TX
Texas West,Abilene,Taylor County (TX),TX
Texas West,Abilene,,TX
Texas West,Alpine,,TX
Texas West,Boerne,Kendall County (TX),TX
Texas West,Brenham,Washington County (TX),TX
Texas West,Bridgeport,,TX
Texas West,Bryan,Brazos County (TX),TX
Texas West,Bryan,,TX
Texas West,Burnet,Burnet County (TX),TX
Texas West,College Station,Brazos County (TX),TX
